Date,chuo-1,chuo-2,chuo-3,chuo-4,chuo-5,chuo-6,toyohira-1,toyohira-2,toyohira-3,toyohira-4,kiyota-1,kiyota-2,kita-1,kita-2,kita-3,kita-4,kita-5,kita-6,higashi-1,higashi-2,higashi-3,higashi-4,higashi-5,higashi-6,shiroishi-1,shiroishi-2,shiroishi-3,shiroishi-4,atsubetsu-1,atsubetsu-2,atsubetsu-3,atsubetsu-4,minami-1,minami-2,minami-3,minami-4,minami-5,minami-6,minami-7,nishi-1,nishi-2,nishi-3,nishi-4,teine-1,teine-2,teine-3
2022-12-05,1.0,1.0,1.0,6.0,3.0,4.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0
2022-12-06,4.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0
2022-12-07,6.0,3.0,4.0,3.0,4.0,6.0,3.0,6.0,4.0,4.0,6.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0
2022-12-08,1.0,1.0,1.0,4.0,6.0,3.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0
2022-12-09,3.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0
2022-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-12,1.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0
2022-12-13,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0
2022-12-14,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0
2022-12-15,1.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0
2022-12-16,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0
2022-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-19,1.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0
2022-12-20,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0
2022-12-21,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,0.0,4.0,3.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0
2022-12-22,1.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0
2022-12-23,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0
2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26,1.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,0.0,4.0
2022-12-27,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0
2022-12-28,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,0.0,4.0,4.0,0.0,3.0,4.0,3.0,0.0,0.0,3.0,4.0,0.0
2022-12-29,1.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,3.0
2022-12-30,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0
2022-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04,0.0,3.0,4.0,3.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,3.0,0.0,4.0,3.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,3.0,4.0,3.0,0.0,4.0,4.0,0.0,3.0,4.0,3.0,0.0,0.0,3.0,4.0,0.0
2023-01-05,1.0,1.0,1.0,4.0,0.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,3.0
2023-01-06,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,3.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0
2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09,1.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0
2023-01-10,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0
2023-01-11,0.0,3.0,4.0,3.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0
2023-01-12,1.0,1.0,1.0,4.0,0.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0
2023-01-13,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0
2023-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-16,1.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0
2023-01-17,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0
2023-01-18,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0
2023-01-19,1.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0
2023-01-20,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0
2023-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-23,1.0,1.0,1.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0
2023-01-24,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0
2023-01-25,2.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,0.0,4.0,3.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0
2023-01-26,1.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0
2023-01-27,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0
2023-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-30,1.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,0.0,4.0
2023-01-31,4.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0
2023-02-01,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,0.0,4.0,4.0,0.0,3.0,4.0,3.0,0.0,0.0,3.0,4.0,0.0
2023-02-02,1.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,3.0
2023-02-03,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0
2023-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06,1.0,1.0,1.0,0.0,3.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0
2023-02-07,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0
2023-02-08,0.0,3.0,4.0,3.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0
2023-02-09,1.0,1.0,1.0,4.0,0.0,3.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0
2023-02-10,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0
2023-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13,1.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0
